dataset_id,row_id,latitude,longitude,species_name,scientific_name,common_name,itis_tsn,group_size,series_id,date_time,timezone,ds_type,platform,provider,lprecision,tprecision,oceano,notes,last_mod
2282,2282_77351,-55.42174,-66.28125,Burmeister's porpoise,Phocoena spinipinnis,Burmeister's porpoise,180476,1,,2020-01-23 09:31:40,,ptphoto,boat,Tresa Moulton via Happywhale.com,0,111111,"{""SST"": {""HYCOM"": {""YEAR"": 7.88, ""MONTH"": 9.33}, ""MODIS"": {""DAY"": -9999, ""YEAR"": 7.79, ""8DAYS"": -9999, ""MONTH"": 9.51}, ""OISST"": {""DAY"": 9.44, ""YEAR"": 7.97, ""8DAYS"": 9.4, ""MONTH"": 9.52}}, ""BATH"": {""S2004"": -99, ""ETOPO1"": -101.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8465, ""COUNTRY"": ""Chile"", ""SOVEREIGN"": ""Chile""}], ""LME"": [{""LME_NAME"": ""Humboldt Current"", ""LME_NUMBER"": 13}], ""MEOW"": [{""ECO_CODE"": 20187, ""PROVINCE"": ""Magellanic""}], ""WDPA"": [{""NAME"": ""Cabo de Hornos"", ""WDPAID"": 902496, ""NO_TAKE"": ""Not Reported"", ""DESIG_ENG"": ""UNESCO-MAB Biosphere Reserve""}]}, ""CHLOR-A"": {""MODIS"": {""DAY"": -9999, ""YEAR"": 0.76, ""8DAYS"": -9999, ""MONTH"": 0.28}}, ""obsDate"": ""2020-01-23"", ""SALINITY"": {""HYCOM"": {""YEAR"": 33.95, ""MONTH"": 33.93}}, ""latitude"": -55.422, ""longitude"": -66.281, ""dataset_id"": 2282, ""order_index"": 1, ""csquare_date"": ""5506:456:142:228:111:372:235:390_2020-01-23""}","{""catalog_number"":""https://happywhale.com/encounter/103116"",""organism_id"":""(unknown)"",""organism_name"":""(no name)"",""occurrence_remarks"":""(no remarks)""}",2023-12-15 13:57:32
