"oid","longitude","latitude","providers","species","datasets","date_min","date_max","num_records","num_animals","num_species","y1_value","y2_value","y3_value","csquare","geom_wkt"
50703883,-66.3,44.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-15","2021-08-15",3,15,1,,,,"7406:236:393","POLYGON((-66.3 43.9,-66.4 43.9,-66.4 44,-66.3 44,-66.3 43.9))"
50703887,-66.7,43.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Lagenorhynchus acutus","2280","2021-09-01","2021-09-01",1,1,1,,,,"7406:236:496","POLYGON((-66.6 43.9,-66.7 43.9,-66.7 44,-66.6 44,-66.6 43.9))"
50703888,-66.9,44.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-09-01","2021-09-01",1,1,1,,,,"7406:236:498","POLYGON((-66.8 43.9,-66.9 43.9,-66.9 44,-66.8 44,-66.8 43.9))"
50703886,-66.8,43.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus","2280","2021-09-01","2021-09-01",1,1,1,,,,"7406:236:487","POLYGON((-66.7 43.8,-66.8 43.8,-66.8 43.9,-66.7 43.9,-66.7 43.8))"
50703885,-66.6,43.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-15","2021-08-15",4,4,1,,,,"7406:236:486","POLYGON((-66.6 43.8,-66.7 43.8,-66.7 43.9,-66.6 43.9,-66.6 43.8))"
50703884,-66.6,43.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-15","2021-08-15",1,1,1,,,,"7406:236:475","POLYGON((-66.5 43.7,-66.6 43.7,-66.6 43.8,-66.5 43.8,-66.5 43.7))"
50703877,-66.2,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-09-01","2021-09-01",1,9,1,,,,"7406:236:362","POLYGON((-66.2 43.6,-66.3 43.6,-66.3 43.7,-66.2 43.7,-66.2 43.6))"
50703876,-66.1,43.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Phoca vitulina","2280","2021-09-01","2021-09-01",1,8,1,,,,"7406:236:361","POLYGON((-66.1 43.6,-66.2 43.6,-66.2 43.7,-66.1 43.7,-66.1 43.6))"
50703866,-66.5,43.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-09-01","2021-09-01",1,1,1,,,,"7406:236:104","POLYGON((-66.4 43,-66.5 43,-66.5 43.1,-66.4 43.1,-66.4 43))"
50703869,-66.5,43.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus;Mola mola;Phocoena phocoena","2280","2021-09-01","2021-09-01",3,4,3,,,,"7406:236:205","POLYGON((-66.5 43,-66.6 43,-66.6 43.1,-66.5 43.1,-66.5 43))"
50703872,-66.7,43.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinus delphis;Phocoena phocoena;Physeter macrocephalus","2280","2021-09-01","2021-09-01",3,3,3,,,,"7406:236:207","POLYGON((-66.7 43,-66.8 43,-66.8 43.1,-66.7 43.1,-66.7 43))"
50703874,-66.8,43.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinidae;Delphinus delphis","2280","2021-09-01","2021-09-01",4,23,2,,,,"7406:236:208","POLYGON((-66.8 43,-66.9 43,-66.9 43.1,-66.8 43.1,-66.8 43))"
50703875,-66.9,43.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Lagenorhynchus acutus","2280","2021-08-15","2021-08-15",1,7,1,,,,"7406:236:248","POLYGON((-66.8 43.4,-66.9 43.4,-66.9 43.5,-66.8 43.5,-66.8 43.4))"
50703892,-67.4,43.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",5,5,1,,,,"7406:237:124","POLYGON((-67.4 43.2,-67.5 43.2,-67.5 43.3,-67.4 43.3,-67.4 43.2))"
50703889,-67.2,43.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",6,7,1,,,,"7406:237:102","POLYGON((-67.2 43,-67.3 43,-67.3 43.1,-67.2 43.1,-67.2 43))"
50703891,-67.4,43.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:237:114","POLYGON((-67.4 43.1,-67.5 43.1,-67.5 43.2,-67.4 43.2,-67.4 43.1))"
50703890,-67.3,43.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",6,6,1,,,,"7406:237:113","POLYGON((-67.3 43.1,-67.4 43.1,-67.4 43.2,-67.3 43.2,-67.3 43.1))"
50703893,-67.5,43.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:237:235","POLYGON((-67.5 43.3,-67.6 43.3,-67.6 43.4,-67.5 43.4,-67.5 43.3))"
50703896,-67.8,43.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:237:458","POLYGON((-67.8 43.5,-67.9 43.5,-67.9 43.6,-67.8 43.6,-67.8 43.5))"
50703898,-68.0,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus;Prionace glauca","2280","2021-08-04","2021-08-04",2,2,2,,,,"7406:237:469","POLYGON((-67.9 43.6,-68 43.6,-68 43.7,-67.9 43.7,-67.9 43.6))"
50703895,-67.8,43.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetacea","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:237:457","POLYGON((-67.7 43.5,-67.8 43.5,-67.8 43.6,-67.7 43.6,-67.7 43.5))"
50703894,-67.3,43.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-15","2021-08-15",1,1,1,,,,"7406:237:383","POLYGON((-67.3 43.8,-67.4 43.8,-67.4 43.9,-67.3 43.9,-67.3 43.8))"
50703899,-67.9,44.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-08","2021-08-08",1,1,1,,,,"7406:237:498","POLYGON((-67.8 43.9,-67.9 43.9,-67.9 44,-67.8 44,-67.8 43.9))"
50703915,-68.3,44.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocidae","2280","2021-08-08","2021-08-08",1,2,1,,,,"7406:238:392","POLYGON((-68.2 43.9,-68.3 43.9,-68.3 44,-68.2 44,-68.2 43.9))"
50703918,-68.5,44.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Phocidae;Phocoena phocoena","2280","2021-08-08","2021-08-08",3,4,3,,,,"7406:238:394","POLYGON((-68.4 43.9,-68.5 43.9,-68.5 44,-68.4 44,-68.4 43.9))"
50703914,-68.4,43.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Lagenorhynchus acutus","2280","2021-08-08","2021-08-08",1,3,1,,,,"7406:238:384","POLYGON((-68.4 43.8,-68.5 43.8,-68.5 43.9,-68.4 43.9,-68.4 43.8))"
50703913,-68.4,43.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-08","2021-08-08",1,1,1,,,,"7406:238:374","POLYGON((-68.4 43.7,-68.5 43.7,-68.5 43.8,-68.4 43.8,-68.4 43.7))"
50703912,-68.1,43.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",2,2,1,,,,"7406:238:371","POLYGON((-68.1 43.7,-68.2 43.7,-68.2 43.8,-68.1 43.8,-68.1 43.7))"
50703911,-68.0,43.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus;Mola mola","2280","2021-08-04","2021-08-04",3,3,2,,,,"7406:238:370","POLYGON((-68 43.7,-68.1 43.7,-68.1 43.8,-68 43.8,-68 43.7))"
50703922,-68.7,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",3,3,1,,,,"7406:238:467","POLYGON((-68.7 43.6,-68.8 43.6,-68.8 43.7,-68.7 43.7,-68.7 43.6))"
50703921,-68.7,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",3,3,1,,,,"7406:238:466","POLYGON((-68.6 43.6,-68.7 43.6,-68.7 43.7,-68.6 43.7,-68.6 43.6))"
50703919,-68.7,43.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:238:457","POLYGON((-68.7 43.5,-68.8 43.5,-68.8 43.6,-68.7 43.6,-68.7 43.5))"
50703920,-68.9,43.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",4,4,1,,,,"7406:238:459","POLYGON((-68.9 43.5,-69 43.5,-69 43.6,-68.9 43.6,-68.9 43.5))"
50703924,-68.9,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",2,2,1,,,,"7406:238:469","POLYGON((-68.9 43.6,-69 43.6,-69 43.7,-68.9 43.7,-68.9 43.6))"
50703923,-68.9,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:238:468","POLYGON((-68.8 43.6,-68.9 43.6,-68.9 43.7,-68.8 43.7,-68.8 43.6))"
50703928,-68.9,43.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-04",4,4,1,,,,"7406:238:479","POLYGON((-68.9 43.7,-69 43.7,-69 43.8,-68.9 43.8,-68.9 43.7))"
50703931,-68.8,43.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:238:488","POLYGON((-68.8 43.8,-68.9 43.8,-68.9 43.9,-68.8 43.9,-68.8 43.8))"
50703926,-68.8,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",3,3,1,,,,"7406:238:478","POLYGON((-68.8 43.7,-68.9 43.7,-68.9 43.8,-68.8 43.8,-68.8 43.7))"
50703925,-68.7,43.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:238:477","POLYGON((-68.7 43.7,-68.8 43.7,-68.8 43.8,-68.7 43.8,-68.7 43.7))"
50703929,-68.6,43.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-08","2021-08-08",1,1,1,,,,"7406:238:485","POLYGON((-68.5 43.8,-68.6 43.8,-68.6 43.9,-68.5 43.9,-68.5 43.8))"
50703930,-68.8,43.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",3,3,1,,,,"7406:238:487","POLYGON((-68.7 43.8,-68.8 43.8,-68.8 43.9,-68.7 43.9,-68.7 43.8))"
50703932,-68.5,44.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-08","2021-08-08",1,2,1,,,,"7406:238:495","POLYGON((-68.5 43.9,-68.6 43.9,-68.6 44,-68.5 44,-68.5 43.9))"
50703934,-68.8,44.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Phocoena phocoena","2280","2021-08-08","2021-08-08",2,7,2,,,,"7406:238:497","POLYGON((-68.7 43.9,-68.8 43.9,-68.8 44,-68.7 44,-68.7 43.9))"
50703936,-68.8,44.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Phocoena phocoena","2280","2021-08-04","2021-08-04",3,7,2,,,,"7406:238:498","POLYGON((-68.8 43.9,-68.9 43.9,-68.9 44,-68.8 44,-68.8 43.9))"
50703954,-69.0,43.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Phocoena phocoena","2280","2021-08-02","2021-08-04",4,9,2,,,,"7406:239:380","POLYGON((-69 43.8,-69.1 43.8,-69.1 43.9,-69 43.9,-69 43.8))"
50703950,-69.0,43.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Dermochelys coriacea;Mola mola","2280","2021-08-02","2021-08-04",4,4,2,,,,"7406:239:370","POLYGON((-69 43.7,-69.1 43.7,-69.1 43.8,-69 43.8,-69 43.7))"
50703958,-69.1,43.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Halichoerus grypus;Mola mola;Phocidae;Phocoena phocoena","2280","2021-08-02","2021-08-04",5,6,4,,,,"7406:239:381","POLYGON((-69.1 43.8,-69.2 43.8,-69.2 43.9,-69.1 43.9,-69.1 43.8))"
50703951,-69.4,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:239:373","POLYGON((-69.3 43.7,-69.4 43.7,-69.4 43.8,-69.3 43.8,-69.3 43.7))"
50703963,-69.8,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:239:478","POLYGON((-69.8 43.7,-69.9 43.7,-69.9 43.8,-69.8 43.8,-69.8 43.7))"
50703964,-69.6,43.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:239:485","POLYGON((-69.5 43.8,-69.6 43.8,-69.6 43.9,-69.5 43.9,-69.5 43.8))"
50703961,-69.7,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Phocidae","2280","2021-08-02","2021-08-02",3,3,2,,,,"7406:239:467","POLYGON((-69.7 43.6,-69.8 43.6,-69.8 43.7,-69.7 43.7,-69.7 43.6))"
50703962,-69.8,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:239:468","POLYGON((-69.8 43.6,-69.9 43.6,-69.9 43.7,-69.8 43.7,-69.8 43.6))"
50703959,-69.6,43.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:239:456","POLYGON((-69.6 43.5,-69.7 43.5,-69.7 43.6,-69.6 43.6,-69.6 43.5))"
50703947,-69.2,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",2,2,1,,,,"7406:239:362","POLYGON((-69.2 43.6,-69.3 43.6,-69.3 43.7,-69.2 43.7,-69.2 43.6))"
50703946,-69.1,43.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",2,2,1,,,,"7406:239:361","POLYGON((-69.1 43.6,-69.2 43.6,-69.2 43.7,-69.1 43.7,-69.1 43.6))"
50703945,-69.0,43.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",5,5,1,,,,"7406:239:360","POLYGON((-69 43.6,-69.1 43.6,-69.1 43.7,-69 43.7,-69 43.6))"
50703939,-69.2,43.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus;Mola mola","2280","2021-08-02","2021-08-02",2,2,2,,,,"7406:239:122","POLYGON((-69.2 43.2,-69.3 43.2,-69.3 43.3,-69.2 43.3,-69.2 43.2))"
50703941,-69.4,43.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:239:133","POLYGON((-69.3 43.3,-69.4 43.3,-69.4 43.4,-69.3 43.4,-69.3 43.3))"
50703940,-69.3,43.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:239:123","POLYGON((-69.3 43.2,-69.4 43.2,-69.4 43.3,-69.3 43.3,-69.3 43.2))"
50703942,-69.5,43.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Prionace glauca","2280","2021-08-02","2021-08-02",2,2,1,,,,"7406:239:144","POLYGON((-69.4 43.4,-69.5 43.4,-69.5 43.5,-69.4 43.5,-69.4 43.4))"
50703944,-69.6,43.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:239:245","POLYGON((-69.5 43.4,-69.6 43.4,-69.6 43.5,-69.5 43.5,-69.5 43.4))"
50703943,-69.7,43.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:239:207","POLYGON((-69.7 43,-69.8 43,-69.8 43.1,-69.7 43.1,-69.7 43))"
50703937,-69.1,43.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:239:111","POLYGON((-69.1 43.1,-69.2 43.1,-69.2 43.2,-69.1 43.2,-69.1 43.1))"
50703909,-68.6,43.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus;Mola mola","2280","2021-08-02","2021-08-02",4,4,2,,,,"7406:238:246","POLYGON((-68.6 43.4,-68.7 43.4,-68.7 43.5,-68.6 43.5,-68.6 43.4))"
50703907,-68.6,43.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:238:245","POLYGON((-68.5 43.4,-68.6 43.4,-68.6 43.5,-68.5 43.5,-68.5 43.4))"
50703906,-68.5,43.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus;Prionace glauca","2280","2021-08-02","2021-08-02",2,2,2,,,,"7406:238:235","POLYGON((-68.5 43.3,-68.6 43.3,-68.6 43.4,-68.5 43.4,-68.5 43.3))"
50703902,-68.4,43.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:238:123","POLYGON((-68.3 43.2,-68.4 43.2,-68.4 43.3,-68.3 43.3,-68.3 43.2))"
50703904,-68.5,43.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus;Mola mola","2280","2021-08-02","2021-08-02",3,3,2,,,,"7406:238:134","POLYGON((-68.4 43.3,-68.5 43.3,-68.5 43.4,-68.4 43.4,-68.4 43.3))"
50703901,-68.3,43.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:238:113","POLYGON((-68.3 43.1,-68.4 43.1,-68.4 43.2,-68.3 43.2,-68.3 43.1))"
50703900,-68.1,43.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",2,2,1,,,,"7406:238:101","POLYGON((-68.1 43,-68.2 43,-68.2 43.1,-68.1 43.1,-68.1 43))"
50703844,-68.0,42.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:228:390","POLYGON((-68 42.9,-68.1 42.9,-68.1 43,-68 43,-68 42.9))"
50703849,-68.9,43.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",2,2,1,,,,"7406:228:498","POLYGON((-68.8 42.9,-68.9 42.9,-68.9 43,-68.8 43,-68.8 42.9))"
50703848,-68.7,42.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Dermochelys coriacea","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:228:487","POLYGON((-68.7 42.8,-68.8 42.8,-68.8 42.9,-68.7 42.9,-68.7 42.8))"
50703847,-68.6,42.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:228:475","POLYGON((-68.5 42.7,-68.6 42.7,-68.6 42.8,-68.5 42.8,-68.5 42.7))"
50703846,-68.5,42.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:228:465","POLYGON((-68.5 42.6,-68.6 42.6,-68.6 42.7,-68.5 42.7,-68.5 42.6))"
50703845,-68.5,42.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Cheloniidae","2280","2021-09-01","2021-09-01",1,1,1,,,,"7406:228:455","POLYGON((-68.5 42.5,-68.6 42.5,-68.6 42.6,-68.5 42.6,-68.5 42.5))"
50703835,-68.2,42.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinidae;Mola mola","2280","2021-09-11","2021-09-14",2,21,2,,,,"7406:228:142","POLYGON((-68.2 42.4,-68.3 42.4,-68.3 42.5,-68.2 42.5,-68.2 42.4))"
50703833,-68.0,42.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus;Mola mola","2280","2021-09-14","2021-09-14",2,5,2,,,,"7406:228:120","POLYGON((-68 42.2,-68.1 42.2,-68.1 42.3,-68 42.3,-68 42.2))"
50703830,-68.3,42.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Lagenorhynchus acutus","2280","2021-08-16","2021-08-16",1,4,1,,,,"7406:228:102","POLYGON((-68.2 42,-68.3 42,-68.3 42.1,-68.2 42.1,-68.2 42))"
50703831,-68.3,42.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:228:113","POLYGON((-68.3 42.1,-68.4 42.1,-68.4 42.2,-68.3 42.2,-68.3 42.1))"
50703837,-68.8,42.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinidae;Mola mola","2280","2021-08-02","2021-08-04",2,3,2,,,,"7406:228:217","POLYGON((-68.7 42.1,-68.8 42.1,-68.8 42.2,-68.7 42.2,-68.7 42.1))"
50703839,-69.0,42.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:228:219","POLYGON((-68.9 42.1,-69 42.1,-69 42.2,-68.9 42.2,-68.9 42.1))"
50703838,-68.9,42.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Prionace glauca","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:228:218","POLYGON((-68.8 42.1,-68.9 42.1,-68.9 42.2,-68.8 42.2,-68.8 42.1))"
50703843,-68.9,42.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Prionace glauca","2280","2021-08-02","2021-08-02",3,3,2,,,,"7406:228:239","POLYGON((-68.9 42.3,-69 42.3,-69 42.4,-68.9 42.4,-68.9 42.3))"
50703841,-68.8,42.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:228:228","POLYGON((-68.8 42.2,-68.9 42.2,-68.9 42.3,-68.8 42.3,-68.8 42.2))"
50703840,-68.8,42.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Prionace glauca","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:228:227","POLYGON((-68.7 42.2,-68.8 42.2,-68.8 42.3,-68.7 42.3,-68.7 42.2))"
50703852,-69.3,42.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:229:122","POLYGON((-69.2 42.2,-69.3 42.2,-69.3 42.3,-69.2 42.3,-69.2 42.2))"
50703851,-69.1,42.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",2,2,1,,,,"7406:229:121","POLYGON((-69.1 42.2,-69.2 42.2,-69.2 42.3,-69.1 42.3,-69.1 42.2))"
50703850,-69.5,42.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:229:114","POLYGON((-69.4 42.1,-69.5 42.1,-69.5 42.2,-69.4 42.2,-69.4 42.1))"
50703855,-69.7,42.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:229:227","POLYGON((-69.7 42.2,-69.8 42.2,-69.8 42.3,-69.7 42.3,-69.7 42.2))"
50703854,-69.6,42.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:229:226","POLYGON((-69.6 42.2,-69.7 42.2,-69.7 42.3,-69.6 42.3,-69.6 42.2))"
50703853,-69.6,42.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:229:225","POLYGON((-69.5 42.2,-69.6 42.2,-69.6 42.3,-69.5 42.3,-69.5 42.2))"
50703856,-69.9,42.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:229:248","POLYGON((-69.8 42.4,-69.9 42.4,-69.9 42.5,-69.8 42.5,-69.8 42.4))"
50703857,-69.9,42.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",1,1,1,,,,"7406:229:249","POLYGON((-69.9 42.4,-70 42.4,-70 42.5,-69.9 42.5,-69.9 42.4))"
50703858,-69.5,42.8,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinus delphis","2280","2021-08-02","2021-08-02",2,5,1,,,,"7406:229:384","POLYGON((-69.4 42.8,-69.5 42.8,-69.5 42.9,-69.4 42.9,-69.4 42.8))"
50704164,-70.0,42.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Delphinidae","2280","2021-08-02","2021-08-02",1,2,1,,,,"7407:120:350","POLYGON((-70 42.5,-70.1 42.5,-70.1 42.6,-70 42.6,-70 42.5))"
50704163,-70.4,42.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-02","2021-08-02",1,2,1,,,,"7407:120:124","POLYGON((-70.4 42.2,-70.5 42.2,-70.5 42.3,-70.4 42.3,-70.4 42.2))"
50704162,-70.3,42.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-02","2021-08-02",2,2,1,,,,"7407:120:112","POLYGON((-70.2 42.1,-70.3 42.1,-70.3 42.2,-70.2 42.2,-70.2 42.1))"
50704026,-68.6,44.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-08","2021-08-08",2,3,1,,,,"7406:248:215","POLYGON((-68.5 44.1,-68.6 44.1,-68.6 44.2,-68.5 44.2,-68.5 44.1))"
50704024,-68.0,44.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Phoca vitulina","2280","2021-09-01","2021-09-01",1,2,1,,,,"7406:248:130","POLYGON((-68 44.3,-68.1 44.3,-68.1 44.4,-68 44.4,-68 44.3))"
50704025,-68.2,44.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-09-01","2021-09-01",1,1,1,,,,"7406:248:131","POLYGON((-68.1 44.3,-68.2 44.3,-68.2 44.4,-68.1 44.4,-68.1 44.3))"
50704023,-68.3,44.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocidae;Phocoena phocoena","2280","2021-08-08","2021-08-08",3,8,2,,,,"7406:248:122","POLYGON((-68.2 44.2,-68.3 44.2,-68.3 44.3,-68.2 44.3,-68.2 44.2))"
50704020,-68.0,44.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-08","2021-08-08",1,1,1,,,,"7406:248:110","POLYGON((-68 44.1,-68.1 44.1,-68.1 44.2,-68 44.2,-68 44.1))"
50704021,-68.3,44.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-08","2021-08-08",1,1,1,,,,"7406:248:112","POLYGON((-68.2 44.1,-68.3 44.1,-68.3 44.2,-68.2 44.2,-68.2 44.1))"
