"oid","longitude","latitude","providers","species","datasets","date_min","date_max","num_records","num_animals","num_species","y1_value","y2_value","y3_value","csquare","geom_wkt"
50704019,-68.5,44.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Phoca vitulina","2280","2021-08-04","2021-08-04",3,48,2,,,,"7406:248:104","POLYGON((-68.4 44,-68.5 44,-68.5 44.1,-68.4 44.1,-68.4 44))"
50704017,-68.3,44.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Phocidae;Phocoena phocoena","2280","2021-08-08","2021-08-08",4,4,3,,,,"7406:248:103","POLYGON((-68.3 44,-68.4 44,-68.4 44.1,-68.3 44.1,-68.3 44))"
50704014,-68.2,44.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocidae","2280","2021-08-08","2021-08-08",1,1,1,,,,"7406:248:102","POLYGON((-68.2 44,-68.3 44,-68.3 44.1,-68.2 44.1,-68.2 44))"
50703998,-67.9,44.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Lagenorhynchus acutus;Phocoena phocoena","2280","2021-08-08","2021-08-08",2,12,2,,,,"7406:247:208","POLYGON((-67.8 44,-67.9 44,-67.9 44.1,-67.8 44.1,-67.8 44))"
50704000,-67.8,44.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Balaenoptera acutorostrata","2280","2021-08-08","2021-08-08",1,1,1,,,,"7406:247:217","POLYGON((-67.7 44.1,-67.8 44.1,-67.8 44.2,-67.7 44.2,-67.7 44.1))"
50703999,-67.5,44.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus","2280","2021-09-01","2021-09-01",1,1,1,,,,"7406:247:215","POLYGON((-67.5 44.1,-67.6 44.1,-67.6 44.2,-67.5 44.2,-67.5 44.1))"
50703986,-67.4,44.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Prionace glauca","2280","2021-09-01","2021-09-01",3,10,2,,,,"7406:247:103","POLYGON((-67.3 44,-67.4 44,-67.4 44.1,-67.3 44.1,-67.3 44))"
50703988,-67.0,44.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Cetorhinus maximus;Lagenorhynchus acutus","2280","2021-08-15","2021-08-15",2,2,2,,,,"7406:247:110","POLYGON((-67 44.1,-67.1 44.1,-67.1 44.2,-67 44.2,-67 44.1))"
50703989,-67.5,44.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Prionace glauca","2280","2021-09-01","2021-09-01",2,2,1,,,,"7406:247:114","POLYGON((-67.4 44.1,-67.5 44.1,-67.5 44.2,-67.4 44.2,-67.4 44.1))"
50703992,-67.5,44.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-08","2021-08-08",1,1,1,,,,"7406:247:124","POLYGON((-67.4 44.2,-67.5 44.2,-67.5 44.3,-67.4 44.3,-67.4 44.2))"
50703991,-67.1,44.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-15","2021-08-15",2,2,1,,,,"7406:247:121","POLYGON((-67.1 44.2,-67.2 44.2,-67.2 44.3,-67.1 44.3,-67.1 44.2))"
50703990,-67.1,44.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-15","2021-08-15",1,1,1,,,,"7406:247:120","POLYGON((-67 44.2,-67.1 44.2,-67.1 44.3,-67 44.3,-67 44.2))"
50703993,-67.2,44.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-15","2021-08-15",1,1,1,,,,"7406:247:131","POLYGON((-67.1 44.3,-67.2 44.3,-67.2 44.4,-67.1 44.4,-67.1 44.3))"
50703994,-67.2,44.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-15","2021-08-15",2,6,1,,,,"7406:247:132","POLYGON((-67.2 44.3,-67.3 44.3,-67.3 44.4,-67.2 44.4,-67.2 44.3))"
50703995,-67.3,44.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-15","2021-08-15",1,2,1,,,,"7406:247:142","POLYGON((-67.2 44.4,-67.3 44.4,-67.3 44.5,-67.2 44.5,-67.2 44.4))"
50703996,-67.3,44.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-15","2021-08-15",1,2,1,,,,"7406:247:143","POLYGON((-67.3 44.4,-67.4 44.4,-67.4 44.5,-67.3 44.5,-67.3 44.4))"
50704001,-67.6,44.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Lagenorhynchus acutus","2280","2021-08-08","2021-08-08",1,5,1,,,,"7406:247:225","POLYGON((-67.5 44.2,-67.6 44.2,-67.6 44.3,-67.5 44.3,-67.5 44.2))"
50704002,-67.7,44.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-09-01","2021-09-01",1,1,1,,,,"7406:247:226","POLYGON((-67.6 44.2,-67.7 44.2,-67.7 44.3,-67.6 44.3,-67.6 44.2))"
50704003,-67.7,44.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-08","2021-08-08",1,1,1,,,,"7406:247:227","POLYGON((-67.7 44.2,-67.8 44.2,-67.8 44.3,-67.7 44.3,-67.7 44.2))"
50704008,-67.8,44.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-08","2021-08-08",1,3,1,,,,"7406:247:237","POLYGON((-67.7 44.3,-67.8 44.3,-67.8 44.4,-67.7 44.4,-67.7 44.3))"
50704004,-67.8,44.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-09-01","2021-09-01",1,1,1,,,,"7406:247:228","POLYGON((-67.8 44.2,-67.9 44.2,-67.9 44.3,-67.8 44.3,-67.8 44.2))"
50704007,-67.9,44.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Phoca vitulina;Phocoena phocoena","2280","2021-08-08","2021-09-01",3,8,2,,,,"7406:247:229","POLYGON((-67.9 44.2,-68 44.2,-68 44.3,-67.9 44.3,-67.9 44.2))"
50704011,-68.0,44.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Phoca vitulina;Phocoena phocoena","2280","2021-08-08","2021-09-01",4,15,2,,,,"7406:247:239","POLYGON((-67.9 44.3,-68 44.3,-68 44.4,-67.9 44.4,-67.9 44.3))"
50704013,-67.5,44.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocidae","2280","2021-08-04","2021-08-04",1,1,1,,,,"7406:247:455","POLYGON((-67.5 44.5,-67.6 44.5,-67.6 44.6,-67.5 44.6,-67.5 44.5))"
50704012,-67.4,44.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-15","2021-08-15",3,10,1,,,,"7406:247:354","POLYGON((-67.4 44.5,-67.5 44.5,-67.5 44.6,-67.4 44.6,-67.4 44.5))"
50703981,-66.9,44.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-15","2021-08-15",5,17,1,,,,"7406:246:459","POLYGON((-66.9 44.5,-67 44.5,-67 44.6,-66.9 44.6,-66.9 44.5))"
50703980,-66.9,44.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-15","2021-08-15",1,1,1,,,,"7406:246:458","POLYGON((-66.8 44.5,-66.9 44.5,-66.9 44.6,-66.8 44.6,-66.8 44.5))"
50703982,-67.0,44.6,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-15","2021-08-15",4,5,1,,,,"7406:246:469","POLYGON((-66.9 44.6,-67 44.6,-67 44.7,-66.9 44.7,-66.9 44.6))"
50703984,-66.8,45.0,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-15","2021-08-15",2,9,1,,,,"7406:246:497","POLYGON((-66.7 44.9,-66.8 44.9,-66.8 45,-66.7 45,-66.7 44.9))"
50703983,-66.7,44.9,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-15","2021-08-15",1,2,1,,,,"7406:246:486","POLYGON((-66.6 44.8,-66.7 44.8,-66.7 44.9,-66.6 44.9,-66.6 44.8))"
50703979,-66.4,44.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-15","2021-08-15",7,7,1,,,,"7406:246:374","POLYGON((-66.4 44.7,-66.5 44.7,-66.5 44.8,-66.4 44.8,-66.4 44.7))"
50703978,-66.4,44.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-15","2021-08-15",8,9,1,,,,"7406:246:364","POLYGON((-66.4 44.6,-66.5 44.6,-66.5 44.7,-66.4 44.7,-66.4 44.6))"
50703977,-66.4,44.7,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola","2280","2021-08-15","2021-08-15",2,2,1,,,,"7406:246:363","POLYGON((-66.3 44.6,-66.4 44.6,-66.4 44.7,-66.3 44.7,-66.3 44.6))"
50703966,-66.3,44.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-15","2021-08-15",1,2,1,,,,"7406:246:122","POLYGON((-66.2 44.2,-66.3 44.2,-66.3 44.3,-66.2 44.3,-66.2 44.2))"
50703967,-66.3,44.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Phocoena phocoena","2280","2021-08-15","2021-08-15",1,3,1,,,,"7406:246:123","POLYGON((-66.3 44.2,-66.4 44.2,-66.4 44.3,-66.3 44.3,-66.3 44.2))"
50703968,-66.5,44.3,"NOAA Northeast Fisheries Science Center (NEFSC)","Halichoerus grypus","2280","2021-08-15","2021-08-15",1,1,1,,,,"7406:246:134","POLYGON((-66.4 44.3,-66.5 44.3,-66.5 44.4,-66.4 44.4,-66.4 44.3))"
50703976,-66.7,44.5,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Phocoena phocoena","2280","2021-08-15","2021-08-15",2,3,2,,,,"7406:246:247","POLYGON((-66.7 44.4,-66.8 44.4,-66.8 44.5,-66.7 44.5,-66.7 44.4))"
50703974,-66.6,44.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Balaenopteridae;Lagenorhynchus acutus;Mola mola","2280","2021-08-15","2021-08-15",4,23,3,,,,"7406:246:246","POLYGON((-66.6 44.4,-66.7 44.4,-66.7 44.5,-66.6 44.5,-66.6 44.4))"
50703971,-66.5,44.4,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Phocoena phocoena","2280","2021-08-15","2021-08-15",2,2,2,,,,"7406:246:235","POLYGON((-66.5 44.3,-66.6 44.3,-66.6 44.4,-66.5 44.4,-66.5 44.3))"
50703969,-67.0,44.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Balaenoptera acutorostrata","2280","2021-08-15","2021-08-15",1,1,1,,,,"7406:246:219","POLYGON((-66.9 44.1,-67 44.1,-67 44.2,-66.9 44.2,-66.9 44.1))"
50703965,-66.2,44.2,"NOAA Northeast Fisheries Science Center (NEFSC)","Balaenoptera acutorostrata","2280","2021-08-15","2021-08-15",1,1,1,,,,"7406:246:112","POLYGON((-66.2 44.1,-66.3 44.1,-66.3 44.2,-66.2 44.2,-66.2 44.1))"
50704028,-66.2,45.1,"NOAA Northeast Fisheries Science Center (NEFSC)","Mola mola;Phocoena phocoena","2280","2021-08-15","2021-08-15",2,8,2,,,,"7406:456:102","POLYGON((-66.2 45,-66.3 45,-66.3 45.1,-66.2 45.1,-66.2 45))"
